stock_name,stock_code,preferred_theme,categories,subthemes,keywords
PS일렉트로닉스,332570,IT / 통신,AI/데이터센터/로봇 | 모바일 | 빅테크 | 자동차 | 통신,로봇 | 갤럭시 부품 | 테슬라 | 자율주행 | 통신/통신장비 | 5G/6G,테슬라 | 자율주행 | 갤럭시 부품 | 통신/통신장비 | 로봇 | 5G/6G
RFHIC,218410,IT / 통신,기계/방산 | 반도체 | 빅테크 | 우주/항공 | 통신,방산 | 전력반도체 | 화웨이 | 우주개발 | 통신/통신장비 | 5G/6G,우주개발 | 전력반도체 | 통신/통신장비 | 방산 | 5G/6G | 화웨이
RF머트리얼즈,327260,반도체 업황/테마 부각,기계/방산 | 반도체 | 우주/항공 | 원자재 | 통신,방산 | 전력반도체 | 우주개발 | 갈륨 | 통신/통신장비,우주개발 | 전력반도체 | 통신/통신장비 | 방산 | 갈륨
RF시스템즈,474610,방산,기계/방산 | 통신,방산 | 통신/통신장비,통신/통신장비 | 방산
S-Oil,010950,정책 수혜 기대감,국제 | 정부정책 | 정치 | 원자재,네옴시티 | 밸류업/저PBR | 한덕수 | 석유/정유,밸류업/저PBR | 석유/정유 | 네옴시티 | 한덕수
SAMG엔터,419530,IP / 엔터,IP/엔터,캐릭터상품,캐릭터상품
SBI인베스트먼트,019550,금융,금융 | 유니콘,창투사/벤처투자 | 야놀자,창투사/벤처투자 | 야놀자
SBI핀테크솔루션즈,950110,코인 / 가상자산,가상화폐/가상현실 | 금융,블록체인 | 핀테크,블록체인 | 핀테크
SBS,034120,IP / 엔터,IP/엔터 | 레저,영화/드라마/OTT | 미디어(방송/신문) | 스포츠행사(월드컵 등),영화/드라마/OTT | 미디어(방송/신문) | 스포츠행사(월드컵 등)
SB성보,003080,정치 테마,정치,윤석열,윤석열
SDN,099220,전력 / 에너지,에너지 | 정부정책 | 정치,태양광 발전 | 새만금 | 이낙연 | 유승민,유승민 | 태양광 발전 | 이낙연 | 새만금
SFA반도체,036540,반도체 업황/테마 부각,반도체,전력반도체 | 반도체 장비,반도체 장비 | 전력반도체
SG,255220,건설/인프라 테마,건설/인프라 | 국제,시멘트 | 도로 | 재건,재건 | 시멘트 | 도로
SG&G,040610,정책 수혜 기대감,정부정책,그린벨트 해제,그린벨트 해제
SGA솔루션즈,184230,코인 / 가상자산,IT/신기술 | 가상화폐/가상현실 | 모바일 | 빅테크,양자암호/양자컴퓨팅 | 보안 | CBDC | 삼성페이 | 마이크로소프트(MS),삼성페이 | 보안 | 마이크로소프트(MS) | CBDC | 양자암호/양자컴퓨팅
SGC E&C,016250,건설/인프라 테마,건설/인프라,건설,건설
SGC에너지,005090,로봇 테마 부각,AI/데이터센터/로봇,데이터센터/클라우드,데이터센터/클라우드
SG글로벌,001380,정책 수혜 기대감,정부정책 | 정치,그린벨트 해제 | 김동연,그린벨트 해제 | 김동연
SG세계물산,004060,정책 수혜 기대감,생활 | 정부정책,패션/의류 | 그린벨트 해제,패션/의류 | 그린벨트 해제
SHD,001770,원자재 테마,건설/인프라,철강/철근,철강/철근
SH에너지화학,002360,전력 / 에너지,원자재,셰일가스 | 석유/정유 | LNG(액화천연가스),석유/정유 | 셰일가스 | LNG(액화천연가스)
SJG세종,033530,로봇 테마 부각,AI/데이터센터/로봇 | 자동차,휴머노이드 | 로봇 | 수소차/수소충전,수소차/수소충전 | 로봇 | 휴머노이드
SJM홀딩스,025530,개별주,기타,지주사,지주사
SK,034730,정책 수혜 기대감,기타 | 정부정책,지주사 | 밸류업/저PBR,지주사 | 밸류업/저PBR
SKAI,357880,코인 / 가상자산,AI/데이터센터/로봇 | IT/신기술 | 가상화폐/가상현실 | 빅테크,로봇 | AI(인공지능) | 디지털트윈 | 메타버스 | 엔비디아,디지털트윈 | 로봇 | 엔비디아 | 메타버스 | AI(인공지능)
SKC,011790,전력 / 에너지,반도체 | 에너지 | 이차전지,유리기판 | ESS(전력저장장치) | 원통형 배터리,유리기판 | ESS(전력저장장치) | 원통형 배터리
SK가스,018670,전력 / 에너지,빅테크 | 원자재,아마존(AWS) | 셰일가스 | LNG(액화천연가스),셰일가스 | LNG(액화천연가스) | 아마존(AWS)
SK네트웍스,001740,유통 / 물류,AI/데이터센터/로봇 | 자동차 | 유통/물류 | 유니콘,로봇 | AI(인공지능) | 중고차/렌터카 | 종합상사 | 마켓컬리,중고차/렌터카 | 마켓컬리 | 종합상사 | 로봇 | AI(인공지능)
SK디스커버리,006120,개별주,기타,지주사,지주사
SK디앤디,210980,전력 / 에너지,에너지,풍력 발전 | 태양광 발전 | 블룸에너지 | 고체산화물 연료전지(SOFC),태양광 발전 | 블룸에너지 | 고체산화물 연료전지(SOFC) | 풍력 발전
SK리츠,395400,금융,금융,리츠,리츠
SK바이오사이언스,302440,BIO / 의료AI,바이오/의료AI,생물보안법(CDMO 등),생물보안법(CDMO 등)
SK바이오팜,326030,BIO / 의료AI,바이오/의료AI,의료AI | 비만치료제,비만치료제 | 의료AI
SK스퀘어,402340,정책 수혜 기대감,IP/엔터 | 기타 | 정부정책,음원/음반 | 지주사 | 밸류업/저PBR,지주사 | 밸류업/저PBR | 음원/음반
SK아이이테크놀로지,361610,전력 / 에너지,에너지,ESS(전력저장장치),ESS(전력저장장치)
SK오션플랜트,100090,전력 / 에너지,에너지 | 정부정책 | 조선/해운,풍력 발전 | 대왕고래 | 해양플랜트 | 조선,대왕고래 | 해양플랜트 | 조선 | 조선기자재 | 풍력 발전
SK이노베이션,096770,원자재 테마,원자재,석유/정유,석유/정유
SK이터닉스,475150,전력 / 에너지,빅테크 | 에너지,아마존(AWS) | 풍력 발전 | 태양광 발전 | 블룸에너지 | 고체산화물 연료전지(SOFC) | ESS(전력저장장치),태양광 발전 | ESS(전력저장장치) | 블룸에너지 | 고체산화물 연료전지(SOFC) | 아마존(AWS) | 풍력 발전
SK증권,001510,금융,금융,증권,증권
SK케미칼,285130,개별주,빅테크,아마존(AWS),아마존(AWS)
SK텔레콤,017670,IT / 통신,통신,통신/통신장비 | 5G/6G,통신/통신장비 | 5G/6G
SK하이닉스,000660,반도체 업황/테마 부각,반도체 | 빅테크,반도체 장비 | 반도체 소재/부품 | HBM(고대역폭메모리) | 3D 낸드(NAND) | 엔비디아,반도체 소재/부품 | 반도체 장비 | 엔비디아 | HBM(고대역폭메모리) | 3D 낸드(NAND)
SM C&C,048550,개별주,국제,네옴시티,네옴시티
SNT다이내믹스,003570,방산,기계/방산,방산,방산
SNT모티브,064960,방산,기계/방산 | 자동차,방산 | 수소차/수소충전,수소차/수소충전 | 방산
SNT에너지,100840,전력 / 에너지,에너지 | 원자재,원자력 발전 | SMR(소형모듈원자로) | 셰일가스 | LNG(액화천연가스),원자력 발전 | SMR(소형모듈원자로) | 셰일가스 | LNG(액화천연가스)
SNT홀딩스,036530,방산,기계/방산 | 기타,방산 | 지주사,지주사 | 방산
SOOP,067160,IP / 엔터,IP/엔터 | 레저,SNS/광고(틱톡 등) | 스포츠행사(월드컵 등),SNS/광고(틱톡 등) | 스포츠행사(월드컵 등)
SP삼화,000390,전력 / 에너지,건설/인프라 | 반도체 | 에너지,페인트 | 반도체 패키징 | 태양광 발전,페인트 | 태양광 발전 | 반도체 패키징
STX,011810,조선/기자재 테마,기계/방산 | 유통/물류 | 원자재 | 조선/해운,방산 | 종합상사 | 리튬 | 니켈 | 조선기자재,종합상사 | 조선기자재 | 방산 | 니켈 | 리튬
STX그린로지스,465770,조선/기자재 테마,조선/해운,해운,해운
STX엔진,077970,조선/기자재 테마,기계/방산 | 조선/해운,방산 | 조선기자재,조선기자재 | 방산
SUN&L,002820,건설/인프라 테마,건설/인프라,리모델링/인테리어,리모델링/인테리어
SV인베스트먼트,289080,금융,금융,창투사/벤처투자,창투사/벤처투자
SY동아,041930,자율주행/모빌리티 테마,자동차 | 정치,수소차/수소충전 | 김경수,수소차/수소충전 | 김경수
TBH글로벌,084870,개별주,국제 | 생활,반일 불매운동 | 패션/의류,패션/의류 | 반일 불매운동
TCC스틸,002710,이차전지,건설/인프라 | 이차전지,철강/철근 | 원통형 배터리,철강/철근 | 원통형 배터리
THE E&M,089230,BIO / 의료AI,바이오/의료AI,mRNA(메신저 리보핵산),mRNA(메신저 리보핵산)
TKG휴켐스,069260,원자재 테마,환경/재난 | 원자재,탄소포집(CCUS)/탄소중립 | 요소수,탄소포집(CCUS)/탄소중립 | 요소수
TP,007980,남북경협/대북 테마,생활 | 정부정책 | 정치,패션/의류 | 남북경협 | 개성공단 | 한동훈,패션/의류 | 한동훈 | 남북경협 | 개성공단
TPC로보틱스,048770,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술,휴머노이드 | 액추에이터/감속기 | 스마트팩토리 | 로봇 | 디지털트윈 | 3D 프린터,디지털트윈 | 로봇 | 스마트팩토리 | 3D 프린터 | 휴머노이드 | 액추에이터/감속기
TS인베스트먼트,246690,금융,금융 | 유니콘,창투사/벤처투자 | 퓨리오사AI | 두나무,퓨리오사AI | 창투사/벤처투자 | 두나무
TS트릴리온,317240,화장품 / 중국,AI/데이터센터/로봇 | 화장품/미용,데이터센터/클라우드 | 탈모,탈모 | 데이터센터/클라우드
TYM,002900,건설/인프라 테마,국제 | 기계/방산,재건 | 농기계/농업,재건 | 농기계/농업
WISCOM,024070,정치 테마,정치,이재명,이재명
YBM넷,057030,정책 수혜 기대감,빅테크 | 생활 | 정부정책 | 정치,구글 | 교육 | 일자리 | 이준석,구글 | 교육 | 일자리 | 이준석
YG PLUS,037270,IP / 엔터,IP/엔터,음원/음반,음원/음반
YTN,040300,IP / 엔터,IP/엔터,미디어(방송/신문),미디어(방송/신문)
iMBC,052220,IP / 엔터,IP/엔터 | 정치,미디어(방송/신문) | 박영선,미디어(방송/신문) | 박영선
iM금융지주,139130,정책 수혜 기대감,금융 | 기타 | 정부정책,은행 | 지주사 | 밸류업/저PBR,지주사 | 은행 | 밸류업/저PBR
가비아,079940,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술,데이터센터/클라우드 | 보안,데이터센터/클라우드 | 보안
가온그룹,078890,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술 | 반도체 | 빅테크 | 통신,로봇 | 음성인식 | 사물인터넷(IoT)/스마트홈 | 뉴로모픽(NPU) | 아마존(AWS) | 통신/통신장비,통신/통신장비 | 로봇 | 아마존(AWS) | 음성인식 | 사물인터넷(IoT)/스마트홈 | 뉴로모픽(NPU)
가온전선,000500,전력기기/전력망 테마,AI/데이터센터/로봇 | 원자재 | 전력,데이터센터/클라우드 | 구리 | 해저케이블 | 전선,해저케이블 | 전선 | 구리 | 데이터센터/클라우드
가온칩스,399720,반도체 업황/테마 부각,반도체,차량용 반도체 | 온디바이스AI | 반도체 패키징 | 반도체 설계,차량용 반도체 | 반도체 설계 | 온디바이스AI | 반도체 패키징
감성코퍼레이션,036620,정책 수혜 기대감,생활 | 정부정책,패션/의류 | 새만금,패션/의류 | 새만금
강남제비스코,000860,건설/인프라 테마,건설/인프라,페인트,페인트
강동씨앤엘,198440,건설/인프라 테마,건설/인프라,시멘트,시멘트
강스템바이오텍,217730,BIO / 의료AI,바이오/의료AI | 화장품/미용,줄기세포 | 인공장기 | 탈모,탈모 | 줄기세포 | 인공장기
강원랜드,035250,개별주,레저,호텔/카지노,호텔/카지노
강원에너지,114190,원자재 테마,에너지 | 원자재,원자력 발전 | SMR(소형모듈원자로) | 희토류 | 리튬,원자력 발전 | SMR(소형모듈원자로) | 희토류 | 리튬
갤럭시아머니트리,094480,코인 / 가상자산,IP/엔터 | 가상화폐/가상현실 | 정부정책,SNS/광고(틱톡 등) | 가상화폐 | STO(증권형 토큰 발행) | NFT(대체불가능토큰) | 지역화폐,가상화폐 | STO(증권형 토큰 발행) | SNS/광고(틱톡 등) | NFT(대체불가능토큰) | 지역화폐
갤럭시아에스엠,011420,코인 / 가상자산,가상화폐/가상현실 | 국제 | 레저,가상화폐 | STO(증권형 토큰 발행) | NFT(대체불가능토큰) | 네옴시티 | 골프,골프 | 가상화폐 | STO(증권형 토큰 발행) | NFT(대체불가능토큰) | 네옴시티
경남스틸,039240,원자재 테마,건설/인프라 | 정치,철강/철근 | 홍준표,홍준표 | 철강/철근
경남제약,053950,개별주,전염병/질병,아프리카 돼지열병(ASF) | 마이코플라스마 폐렴,마이코플라스마 폐렴 | 아프리카 돼지열병(ASF)
경농,002100,남북경협/대북 테마,기계/방산 | 환경/재난 | 정부정책,농기계/농업 | 태풍/수해 | 남북경협,태풍/수해 | 남북경협 | 농기계/농업
경동나비엔,009450,개별주,IT/신기술,사물인터넷(IoT)/스마트홈,사물인터넷(IoT)/스마트홈
경동도시가스,267290,원자재 테마,원자재,LNG(액화천연가스),LNG(액화천연가스)
경동인베스트,012320,원자재 테마,기타 | 신소재 | 원자재,지주사 | 맥신 | 희귀금속(티타늄 등) | 리튬,지주사 | 리튬 | 희귀금속(티타늄 등) | 맥신
경동제약,011040,개별주,전염병/질병,마이코플라스마 폐렴,마이코플라스마 폐렴
경방,000050,정치 테마,생활 | 정치,패션/의류 | 이재명,패션/의류 | 이재명
경보제약,214390,개별주,전염병/질병,독감,독감
경인양행,012610,반도체 업황/테마 부각,반도체 | 음식료,반도체-EUV | 설탕(설탕 대체),설탕(설탕 대체) | 반도체-EUV
경인전자,009140,개별주,IT/신기술,사물인터넷(IoT)/스마트홈,사물인터넷(IoT)/스마트홈
계룡건설,013580,건설/인프라 테마,건설/인프라 | 에너지 | 정부정책 | 정치,건설 | 원자력 발전 | 세종시(행정수도 이전) | 이재명,이재명 | 원자력 발전 | 건설 | 세종시(행정수도 이전)
계양전기,012200,로봇 테마 부각,AI/데이터센터/로봇,로봇,로봇
고려산업,002140,음식료,음식료 | 정치,식량/사료 | 홍정욱,홍정욱 | 식량/사료
고려신용정보,049720,금융,금융,신용평가사,신용평가사
고려아연,010130,이차전지,정치 | 원자재 | 이차전지,김부겸 | 희토류 | 희귀금속(티타늄 등) | 금 | 폐배터리,김부겸 | 희토류 | 폐배터리 | 금 | 희귀금속(티타늄 등)
고려제강,002240,원자재 테마,건설/인프라 | 에너지,철강/철근 | 핵융합/중입자,철강/철근 | 핵융합/중입자
고려제약,014570,BIO / 의료AI,바이오/의료AI,동물백신/방역,동물백신/방역
고바이오랩,348150,BIO / 의료AI,바이오/의료AI,유전자치료 | 비만치료제 | 마이크로바이옴,유전자치료 | 마이크로바이옴 | 비만치료제
고스트스튜디오,950190,IP / 엔터,IP/엔터,게임,게임
고영,098460,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체 | 우주/항공 | 의료기기/의료시설,의료로봇 | 로봇 | 반도체 패키징 | 반도체 장비 | SOCAMM | HBM(고대역폭메모리) | 스페이스X | 의료기기,반도체 장비 | SOCAMM | 로봇 | HBM(고대역폭메모리) | 의료로봇 | 의료기기 | 스페이스X | 반도체 패키징
골프존,215000,IP / 엔터,IP/엔터 | 레저,게임 | 골프,골프 | 게임
골프존홀딩스,121440,개별주,기타 | 레저,지주사 | 골프,지주사 | 골프
공구우먼,366030,개별주,생활,패션/의류,패션/의류
광동제약,009290,개별주,전염병/질병,마이코플라스마 폐렴,마이코플라스마 폐렴
광림,014200,개별주,환경/재난,화재/산불 | 한파/제설,화재/산불 | 한파/제설
광명전기,017040,전력기기/전력망 테마,에너지 | 전력,원자력 발전 | 전선 | 스마트그리드 | HVDC(초고압직류송전),원자력 발전 | 전선 | HVDC(초고압직류송전) | 스마트그리드
광전자,017900,반도체 업황/테마 부각,반도체 | 통신,전력반도체 | 통신/통신장비,전력반도체 | 통신/통신장비
광주신세계,037710,유통 / 물류,유통/물류,소매유통 | 백화점,소매유통 | 백화점
